transaction_id,timestamp,blockchain,transaction_type,sender_wallet_age_days,receiver_wallet_age_days,transaction_amount_usd,gas_fee_usd,token_type,platform,num_prev_transactions_sender,num_prev_transactions_receiver,avg_txn_interval_sender_min,is_cross_chain,failed_txn_ratio_sender,velocity_score,anomaly_score,is_scam
TX005619,1702658492,BSC,Swap,314,1693,206.91,13.26,Native,Coinbase,1176,1010,864.6,0,0.21,0.04,0.16,0
TX005620,1704645289,Ethereum,Burn,1241,321,259.25,19.59,Stablecoin,Coinbase,1158,953,64.8,0,0.13,-0.0,0.02,0
TX005621,1702143184,Ethereum,Swap,1769,89,93.68,3.3,Native,Coinbase,1228,999,,0,0.22,-0.0,0.03,0
TX005622,1700504910,Polygon,Burn,162,108,193.96,5.01,Native,OpenSea,1205,1003,419.0,0,0.11,-0.13,0.17,0
TX005623,1703441558,Polygon,Mint,6,320,1985.58,12.32,Native,Kraken,1222,995,42.1,0,0.06,0.03,0.17,0
TX005624,1700623090,Solana,Mint,807,562,3358.79,13.52,Stablecoin,Coinbase,1152,1022,115.0,1,0.12,0.02,0.26,1
TX005625,1702029341,Ethereum,Burn,519,312,1016.56,6.09,Native,BridgeX,1204,1019,142.3,0,0.1,0.0,0.06,0
TX005626,1703017465,Polygon,Burn,255,250,867.09,5.41,ERC20,BridgeX,1137,967,174.0,0,0.03,0.06,0.05,0
TX005627,1702526915,BSC,Swap,274,1655,260.89,5.6,Meme,Kraken,1245,1027,554.3,1,0.31,-0.03,0.24,0
TX005628,1702402114,Solana,Swap,50,521,147.85,16.28,Meme,Binance,1174,976,495.3,1,0.02,0.01,0.16,0
TX005629,1703479799,BSC,Swap,1229,261,520.91,3.53,Meme,Binance,1235,985,381.4,0,0.01,0.09,0.1,0
TX005630,1701769617,BSC,Bridge,166,585,221.6,19.68,Stablecoin,BridgeX,1215,995,114.8,0,0.32,-0.0,0.12,0
TX005631,1702438761,Polygon,Burn,61,784,462.32,20.76,Meme,Kraken,1250,970,221.6,1,0.21,0.01,0.14,0
TX005632,1702848039,Polygon,Burn,907,228,647.06,1.97,Stablecoin,Unknown DEX,1153,944,139.1,0,0.14,0.12,0.16,0
TX005633,1700637509,Ethereum,Burn,398,322,163.49,6.48,ERC20,Kraken,1218,943,14.8,0,0.09,0.03,0.05,0
TX005634,1702396629,Ethereum,Burn,863,513,847.35,2.09,Meme,Binance,1190,1003,140.5,1,0.23,-0.02,0.2,1
TX005635,1700880432,BSC,Swap,1392,507,57.33,7.19,Native,Coinbase,1200,1021,48.7,0,0.16,0.01,0.0,0
TX005636,1700466995,Ethereum,Swap,288,96,1050.62,16.19,Native,BridgeX,1163,1029,1870.2,0,0.17,-0.02,0.1,0
TX005637,1704822778,BSC,Bridge,33,343,392.94,23.55,ERC20,Kraken,1171,1019,122.3,0,0.21,0.05,0.15,0
TX005638,1704884299,Solana,Swap,175,149,135.61,12.63,Meme,Kraken,1217,1031,,0,0.09,0.0,0.07,0
TX005639,1703939625,BSC,Burn,31,1224,183.55,5.04,Meme,Coinbase,1189,1036,130.8,0,0.14,0.04,0.1,0
TX005640,1701629618,Polygon,Burn,96,343,349.23,6.57,Stablecoin,Kraken,1217,1014,83.2,1,0.18,-0.06,0.11,0
TX005641,1703374775,Polygon,Transfer,1134,727,829.56,16.23,ERC20,Unknown DEX,1186,1006,380.7,0,0.12,-0.05,0.04,0
TX005642,1702190002,Polygon,Swap,1702,22,443.77,5.36,Native,Unknown DEX,1203,981,317.0,0,0.09,0.04,0.05,0
TX005643,1702993349,Solana,Transfer,677,240,984.78,18.88,Stablecoin,OpenSea,1247,981,136.4,0,0.04,-0.07,0.0,0
TX005644,1701242522,Polygon,Burn,789,86,192.44,,Meme,Coinbase,1210,990,,0,0.21,0.16,0.26,0
TX005645,1702568101,BSC,Swap,788,249,350.04,,Stablecoin,Binance,1228,997,236.1,0,0.1,-0.04,0.07,0
TX005646,1700966325,Ethereum,Burn,78,792,741.68,11.75,Native,Coinbase,1202,1006,62.1,0,0.08,0.07,0.17,0
TX005647,1703997936,Ethereum,Transfer,28,1308,1320.3,2.45,ERC20,Binance,1251,1010,62.5,0,0.07,-0.04,0.11,1
TX005648,1701297776,Ethereum,Transfer,719,1239,121.09,,Native,Coinbase,1179,995,171.9,0,0.08,0.08,0.0,0
TX005649,1704919831,Ethereum,Mint,22,63,31.9,4.18,Stablecoin,Coinbase,1168,1027,12.9,0,0.21,0.11,0.14,1
TX005650,1702041215,Polygon,Mint,1002,179,233.24,3.14,Native,Kraken,1191,1000,117.6,0,0.06,0.05,0.08,0
TX005651,1701807317,BSC,Swap,536,539,184.01,6.6,Stablecoin,BridgeX,1215,1007,34.1,1,0.18,0.05,0.22,0
TX005652,1703702590,Ethereum,Swap,72,113,931.11,6.56,ERC20,,1219,995,903.8,0,0.06,-0.01,0.1,0
TX005653,1703772088,Solana,Swap,646,26,144.83,31.55,Meme,Binance,1234,1018,150.9,0,0.1,-0.06,0.0,0
TX005654,1701483702,BSC,Swap,559,1536,2242.27,25.44,Meme,BridgeX,1173,1009,302.6,1,0.02,-0.02,0.11,0
TX005655,1704928476,BSC,Swap,283,199,509.4,6.19,Native,Unknown DEX,1211,963,110.6,0,0.1,0.03,0.31,0
TX005656,1703886613,Polygon,Swap,1021,272,354.55,14.5,ERC20,Binance,1204,977,520.6,0,0.08,0.02,0.07,0
TX005657,1704010442,BSC,Swap,217,159,201.58,7.32,Native,Unknown DEX,1212,997,69.7,0,0.04,0.09,0.0,0
TX005658,1704304083,Ethereum,Transfer,284,196,86.01,7.46,Meme,Kraken,1206,1001,58.8,1,0.22,0.03,0.22,0
TX005659,1703304860,Polygon,Transfer,715,1662,210.83,5.16,Meme,Binance,1253,979,36.3,0,0.09,0.04,0.13,0
TX005660,1704646386,Ethereum,Transfer,836,106,482.53,17.16,Stablecoin,OpenSea,1223,1000,239.7,1,0.12,0.05,0.23,0
TX005661,1700334248,BSC,Burn,191,341,537.34,,Native,OpenSea,1199,943,160.3,1,0.23,0.04,0.16,1
TX005662,1700661440,Ethereum,Bridge,10,508,166.6,14.83,Meme,Unknown DEX,1214,963,211.7,0,0.07,-0.0,0.11,0
TX005663,1701193502,BSC,Burn,116,127,2617.14,12.47,ERC20,Kraken,1207,1008,612.0,0,0.12,-0.06,0.17,0
TX005664,1703329782,Ethereum,Swap,183,628,2123.6,10.51,ERC20,Coinbase,1177,979,243.6,0,0.08,-0.0,0.0,0
TX005665,1700754981,Polygon,Bridge,1412,573,1449.53,15.42,ERC20,Unknown DEX,1196,1011,110.0,0,0.08,0.06,0.14,0
TX005666,1700381325,Ethereum,Transfer,1344,1547,576.02,18.04,Native,Kraken,1209,983,,0,0.02,-0.02,0.0,0
TX005667,1700813526,Solana,Transfer,648,308,135.82,7.31,Stablecoin,Kraken,1108,1005,209.2,0,0.06,-0.04,0.0,0
TX005668,1700963544,Solana,Mint,741,242,228.35,2.95,Native,Unknown DEX,1193,968,279.7,0,0.04,-0.03,0.17,0
TX005669,1702426062,Ethereum,Swap,582,223,469.76,6.56,Native,Coinbase,1168,1011,242.2,0,0.1,0.02,0.02,0
TX005670,1704878274,Ethereum,Swap,906,226,1115.54,6.84,ERC20,Binance,1219,1009,142.5,0,0.2,0.01,0.06,0
TX005671,1700605751,Polygon,Mint,259,19,208.7,6.72,Meme,Coinbase,1204,994,505.3,0,0.07,-0.03,0.1,0
TX005672,1701738614,Ethereum,Burn,474,134,748.64,10.46,Stablecoin,Unknown DEX,1192,1068,77.2,0,0.1,0.06,0.06,0
TX005673,1703432338,Ethereum,Mint,666,63,130.57,15.51,Stablecoin,Coinbase,1175,991,245.5,0,0.17,-0.07,0.1,0
TX005674,1700473656,Ethereum,Swap,379,1062,362.4,7.4,ERC20,Coinbase,1261,992,269.9,0,0.12,-0.05,0.17,0
TX005675,1700958379,BSC,Transfer,888,28,359.44,7.84,Meme,OpenSea,1198,979,94.3,0,0.24,-0.05,0.0,0
TX005676,1704811889,Ethereum,Mint,1618,227,146.78,8.06,Native,,1217,1062,177.8,0,0.09,-0.01,0.19,0
TX005677,1702901884,Ethereum,Bridge,654,123,881.27,4.13,Meme,OpenSea,1192,1033,190.7,0,0.07,-0.02,0.07,0
TX005678,1704027187,BSC,Transfer,46,518,479.99,2.47,Meme,Binance,1233,1046,468.4,0,0.2,0.01,0.14,0
TX005679,1700006464,Ethereum,Burn,565,197,346.64,17.97,Stablecoin,Unknown Wallet,1177,945,129.4,0,0.07,-0.02,0.0,0
TX005680,1701589426,Ethereum,Transfer,715,8,235.7,8.87,Stablecoin,Binance,1254,1006,44.2,1,0.08,-0.03,0.26,0
TX005681,1703725530,Solana,Burn,199,1121,153.8,38.21,Native,Kraken,1168,989,15.7,0,0.15,0.08,0.1,0
TX005682,1701161140,Polygon,Transfer,232,505,1311.51,3.39,ERC20,BridgeX,1232,1004,188.9,0,0.13,0.11,0.0,0
TX005683,1701418767,Ethereum,Swap,542,0,77.18,27.75,Meme,Unknown DEX,1198,977,63.9,1,0.16,-0.0,0.16,0
TX005684,1703613163,Ethereum,Burn,736,569,725.82,1.95,Stablecoin,OpenSea,1202,1012,32.7,0,0.14,0.06,0.26,0
TX005685,1702654074,BSC,Burn,1230,121,66.55,2.62,Meme,Binance,1198,1006,52.2,0,0.22,-0.01,0.28,0
TX005686,1701835068,Ethereum,Mint,862,1656,964.51,7.13,Native,Kraken,1199,977,123.9,0,0.04,-0.08,0.11,0
TX005687,1701844277,Solana,Transfer,86,294,674.67,10.02,Meme,Unknown DEX,1165,980,37.6,0,0.24,0.03,0.18,0
TX005688,1700265039,Polygon,Burn,256,126,225.66,10.65,Meme,OpenSea,1168,969,262.1,0,0.21,-0.02,0.36,0
TX005689,1701391579,Solana,Burn,96,15,1112.41,5.84,ERC20,OpenSea,1145,974,160.3,0,0.03,-0.02,0.0,0
TX005690,1702076259,Polygon,Transfer,848,30,646.83,6.04,Native,OpenSea,1190,1012,36.2,1,0.09,-0.02,0.04,0
TX005691,1702201279,BSC,Transfer,185,29,276.89,28.62,Meme,Unknown DEX,1182,984,31.3,0,0.19,0.06,0.2,0
TX005692,1704290730,Polygon,Bridge,79,15,1071.51,5.29,ERC20,Unknown DEX,1223,987,289.7,0,0.1,0.04,0.03,0
TX005693,1703046672,Polygon,Mint,60,397,372.01,6.16,Meme,Binance,1167,1001,105.2,0,0.13,0.04,0.09,0
TX005694,1701060538,BSC,Burn,72,937,134.02,3.06,Stablecoin,Binance,1278,947,187.8,0,0.22,0.06,0.23,0
TX005695,1701396102,Ethereum,Transfer,170,212,1691.25,4.58,Native,Binance,1234,995,210.8,1,0.13,-0.04,0.17,0
TX005696,1700004011,BSC,Burn,914,214,84.43,2.33,ERC20,Coinbase,1152,973,523.6,0,0.17,0.12,0.3,0
TX005697,1701964724,Ethereum,Bridge,162,54,595.18,6.63,Native,OpenSea,1190,985,17.5,1,0.29,0.06,0.28,1
TX005698,1704214086,Polygon,Bridge,198,0,1333.81,4.79,Stablecoin,OpenSea,1234,979,35.1,0,0.14,0.07,0.0,0
TX005699,1700432941,Polygon,Burn,1275,1515,263.95,6.7,ERC20,Binance,1224,995,216.2,0,0.32,-0.03,0.24,0
TX005700,1703189187,Solana,Mint,350,305,171.0,5.61,Stablecoin,Coinbase,1138,1014,76.6,0,0.1,0.08,0.1,0
TX005701,1702708685,BSC,Swap,426,668,411.35,,ERC20,Coinbase,1129,997,334.8,0,0.12,-0.03,0.12,0
TX005702,1700603151,Polygon,Burn,1,1013,68.01,4.28,Stablecoin,Coinbase,1129,1035,137.5,0,0.12,0.03,0.0,0
TX005703,1701823327,Ethereum,Bridge,51,59,2410.85,10.12,Native,Coinbase,1173,1024,297.8,0,0.04,-0.05,0.0,0
TX005704,1703926449,Ethereum,Mint,809,152,257.1,3.53,Stablecoin,BridgeX,1175,976,337.9,0,0.1,-0.06,0.0,0
TX005705,1701840277,Solana,Transfer,243,348,292.38,,Stablecoin,Coinbase,1201,1033,209.5,1,0.02,0.05,0.09,0
TX005706,1704500328,Polygon,Mint,97,176,1122.77,31.28,Stablecoin,Unknown Wallet,1190,962,78.1,0,0.16,0.01,0.15,0
TX005707,1704308307,Polygon,Mint,336,27,1344.34,11.37,Native,Coinbase,1181,989,169.2,0,0.02,-0.02,0.01,0
TX005708,1704444910,Ethereum,Burn,27,1116,472.77,5.7,Meme,Binance,1187,974,34.4,0,0.37,0.06,0.12,1
TX005709,1700731636,Polygon,Mint,741,143,103.02,4.98,ERC20,Kraken,1262,987,436.7,0,0.2,-0.02,0.12,0
TX005710,1704754489,Solana,Transfer,50,37,623.91,2.94,Meme,OpenSea,1250,1013,38.4,0,0.1,0.07,0.0,0
TX005711,1700686290,Ethereum,Burn,33,274,646.28,3.61,Meme,Binance,1197,1060,496.7,0,0.11,0.02,0.23,0
TX005712,1701761169,Polygon,Bridge,326,815,445.81,13.39,Stablecoin,Binance,1227,944,85.3,0,0.05,0.05,0.19,0
TX005713,1701780832,Ethereum,Transfer,530,92,787.93,25.19,Meme,Binance,1245,1002,95.1,1,0.31,-0.04,0.1,0
TX005714,1703216662,Ethereum,Burn,866,287,595.23,13.6,Native,Coinbase,1273,955,1230.4,0,0.29,-0.03,0.09,0
TX005715,1702364825,Polygon,Burn,44,102,58.91,1.59,Stablecoin,Binance,1217,984,64.2,1,0.15,0.03,0.17,1
TX005716,1703922380,Ethereum,Swap,244,852,135.46,11.5,Stablecoin,,1180,963,1157.9,0,0.16,0.01,0.11,0
TX005717,1702453894,Ethereum,Transfer,187,369,465.29,,Native,Coinbase,1196,999,35.7,0,0.15,0.01,0.17,0
TX005718,1704951886,Polygon,Mint,816,431,337.88,8.66,Native,Coinbase,1292,1012,121.8,0,0.14,0.1,0.23,0
TX005719,1702180139,Polygon,Transfer,276,688,388.45,4.53,Meme,Unknown Wallet,1193,1047,42.4,1,0.06,-0.05,0.17,0
TX005720,1703719194,Ethereum,Transfer,593,1404,313.85,2.63,Native,Binance,1248,998,201.1,0,0.12,0.03,0.12,0
TX005721,1703283737,Solana,Swap,403,55,315.6,5.27,Native,Kraken,1198,975,119.1,0,0.0,0.01,0.0,0
TX005722,1701432672,Ethereum,Mint,505,933,185.75,7.2,Meme,Coinbase,1195,955,369.0,0,0.34,0.04,0.12,1
TX005723,1700564174,Solana,Swap,273,321,263.49,3.54,ERC20,OpenSea,1248,964,58.1,0,0.51,-0.02,0.28,1
TX005724,1701622563,Polygon,Swap,164,511,588.5,11.5,ERC20,Unknown DEX,1235,970,785.4,1,0.23,-0.02,0.14,1
TX005725,1702528474,Ethereum,Swap,36,957,98.9,5.69,ERC20,Unknown DEX,1194,1025,196.4,0,0.18,0.05,0.1,0
TX005726,1702207928,Ethereum,Transfer,114,197,172.09,12.48,Native,Unknown Wallet,1112,1010,,0,0.23,0.05,0.29,0
TX005727,1703771460,Ethereum,Swap,113,1018,268.02,4.55,Meme,Coinbase,1176,1004,100.1,0,0.2,-0.03,0.18,0
TX005728,1702465596,Ethereum,Bridge,1638,499,381.34,5.51,Meme,Binance,1198,1014,147.0,0,0.02,0.03,0.03,0
TX005729,1704405113,BSC,Mint,1662,163,549.61,7.74,Meme,Kraken,1199,959,104.3,0,0.36,-0.01,0.15,0
TX005730,1701413967,Ethereum,Mint,177,1261,3664.83,7.59,Stablecoin,Binance,1178,987,90.2,0,0.24,-0.01,0.12,0
TX005731,1703387990,Ethereum,Swap,66,29,239.82,10.49,Meme,Binance,1253,1034,797.1,0,0.08,0.04,0.0,0
TX005732,1704727589,Polygon,Transfer,198,446,1366.42,9.76,Stablecoin,Unknown DEX,1160,986,90.5,1,0.16,-0.06,0.06,0
TX005733,1703251830,Ethereum,Burn,955,8,83.05,2.42,Native,Coinbase,1212,994,25.7,1,0.17,0.03,0.0,0
TX005734,1703411097,BSC,Burn,1227,42,12292.92,20.1,Stablecoin,Coinbase,1218,998,283.8,0,0.22,-0.06,0.22,0
TX005735,1701682978,Ethereum,Transfer,417,52,775.3,4.02,Stablecoin,Binance,1158,981,165.8,0,0.02,0.08,0.01,0
TX005736,1703074126,Polygon,Swap,466,1123,63.17,,ERC20,Binance,1127,989,269.5,0,0.16,0.04,0.07,0
TX005737,1702619222,BSC,Swap,368,409,217.04,30.22,Stablecoin,Unknown DEX,1240,1009,1200.2,0,0.1,0.01,0.04,0
TX005738,1701935772,Polygon,Bridge,121,150,226.86,15.97,Stablecoin,Binance,1236,1042,109.3,0,0.1,0.09,0.14,0
TX005739,1704568672,Ethereum,Burn,30,247,72.63,18.24,Meme,OpenSea,1191,1005,60.3,1,0.06,-0.0,0.27,0
TX005740,1702422952,Ethereum,Burn,582,910,624.74,6.24,Meme,OpenSea,1217,1035,54.2,0,0.07,0.0,0.16,0
TX005741,1703222018,Ethereum,Mint,961,422,370.64,17.41,Meme,Binance,1180,1022,221.4,0,0.02,0.01,0.04,0
TX005742,1701861663,Ethereum,Swap,830,16,623.81,16.01,ERC20,Coinbase,1181,993,296.2,0,0.34,0.03,0.03,0
TX005743,1701051690,Ethereum,Transfer,1383,1024,416.36,13.11,Stablecoin,Coinbase,1261,1027,152.5,1,0.14,0.11,0.2,0
TX005744,1702910086,BSC,Swap,1008,386,133.29,12.83,ERC20,Binance,1165,955,815.6,0,0.05,-0.01,0.07,0
TX005745,1700049768,BSC,Swap,203,109,3668.13,4.9,Meme,,1182,1011,149.0,0,0.1,0.05,0.04,0
TX005746,1703456000,Polygon,Bridge,74,627,119.15,4.7,Stablecoin,Binance,1171,1028,43.7,0,0.25,0.03,0.0,0
TX005747,1703778271,BSC,Transfer,338,381,132.27,1.58,Native,BridgeX,1109,995,152.0,0,0.13,0.04,0.0,0
TX005748,1702263557,BSC,Bridge,256,104,1705.59,10.79,ERC20,Unknown Wallet,1263,1029,29.1,0,0.09,0.09,0.0,0
TX005749,1702100326,Solana,Bridge,782,525,285.04,3.67,Native,Coinbase,1164,998,61.8,0,0.02,-0.02,0.0,0
TX005750,1700117769,BSC,Bridge,42,512,107.62,49.28,Meme,Coinbase,1254,1026,36.2,0,0.24,0.04,0.15,0
TX005751,1700297542,BSC,Bridge,1718,1547,11.37,,ERC20,Binance,1189,977,38.4,0,0.12,-0.06,0.05,0
TX005752,1702526297,Solana,Swap,1890,153,677.53,2.96,ERC20,Unknown Wallet,1182,996,32.7,0,0.11,0.1,0.14,0
TX005753,1703281121,Solana,Mint,55,397,97.59,20.67,Meme,Binance,1229,1050,605.2,0,0.06,0.09,0.05,0
TX005754,1704961172,BSC,Swap,341,193,137.71,6.47,Stablecoin,Binance,1170,941,530.1,0,0.13,-0.0,0.05,0
TX005755,1700928864,BSC,Bridge,1376,177,625.92,4.45,Native,OpenSea,1199,1023,156.9,1,0.05,0.07,0.0,0
TX005756,1704062834,BSC,Bridge,124,352,88.34,4.34,ERC20,Binance,1189,969,338.0,1,0.15,0.0,0.15,0
TX005757,1704961470,Polygon,Mint,707,627,77.79,16.5,ERC20,OpenSea,1239,1074,560.6,1,0.07,0.07,0.0,0
TX005758,1704593321,Solana,Burn,745,464,3364.71,12.62,Meme,Binance,1198,963,1239.8,0,0.05,0.08,0.19,0
TX005759,1700931775,Ethereum,Transfer,159,62,316.11,12.64,Stablecoin,OpenSea,1192,988,129.3,0,0.09,-0.08,0.3,0
TX005760,1702466511,Polygon,Bridge,3,1277,441.95,2.37,Native,Binance,1245,958,98.9,0,0.12,-0.04,0.14,1
TX005761,1703295784,Polygon,Bridge,655,616,201.63,6.4,Meme,Unknown DEX,1217,1053,114.2,0,0.02,-0.01,0.15,0
TX005762,1702971679,Ethereum,Swap,576,432,953.83,10.97,ERC20,Coinbase,1200,998,358.6,0,0.14,-0.02,0.01,0
TX005763,1704134608,Polygon,Bridge,629,77,2521.05,13.79,ERC20,Kraken,1204,989,78.9,0,0.05,0.05,0.0,0
TX005764,1701248749,BSC,Bridge,102,72,319.12,1.91,ERC20,Unknown Wallet,1229,985,72.6,0,0.27,0.01,0.26,0
TX005765,1702599098,Ethereum,Transfer,555,173,538.41,2.42,Native,BridgeX,1108,1029,63.2,0,0.22,-0.01,0.14,0
TX005766,1700676337,Solana,Swap,468,1282,288.27,3.46,Meme,Unknown DEX,1167,1019,217.3,0,0.25,0.03,0.19,0
TX005767,1702023553,BSC,Burn,361,79,115.13,15.16,Stablecoin,Coinbase,1169,1024,176.4,0,0.04,0.04,0.0,0
TX005768,1702096419,BSC,Bridge,900,531,276.38,15.04,ERC20,Binance,1163,984,129.4,0,0.03,-0.01,0.13,0
TX005769,1703742918,Polygon,Bridge,294,517,621.12,14.33,ERC20,BridgeX,1217,1000,126.4,1,0.13,-0.05,0.0,0
TX005770,1704286476,Solana,Burn,261,48,801.4,10.42,ERC20,Unknown DEX,1193,1043,125.9,0,0.09,0.08,0.11,0
TX005771,1704865294,Solana,Mint,467,614,875.46,42.24,Stablecoin,Kraken,1221,1048,33.7,0,0.2,0.03,0.11,0
TX005772,1700544344,BSC,Burn,1731,323,113.54,7.14,Stablecoin,Kraken,1211,1056,241.8,0,0.16,0.02,0.03,0
TX005773,1701187030,BSC,Burn,253,347,111.5,5.32,Native,Kraken,1201,978,91.0,0,0.2,0.02,0.25,0
TX005774,1701104315,Ethereum,Swap,353,2,482.33,10.91,Stablecoin,Kraken,1218,1005,59.8,0,0.09,-0.02,0.0,0
TX005775,1700048639,BSC,Burn,185,1135,491.74,1.28,Meme,OpenSea,1158,986,115.8,1,0.02,-0.0,0.0,1
TX005776,1702550206,Solana,Swap,682,471,207.58,2.72,ERC20,OpenSea,1133,982,235.3,0,0.21,-0.03,0.19,0
TX005777,1700596682,Polygon,Burn,271,463,38.77,14.31,ERC20,BridgeX,1156,985,260.7,1,0.21,0.02,0.24,1
TX005778,1704524105,Ethereum,Bridge,707,246,384.66,17.77,Meme,Kraken,1172,965,143.6,0,0.17,0.01,0.09,0
TX005779,1702910744,Ethereum,Bridge,94,604,1096.12,9.23,ERC20,,1176,1017,206.1,1,0.32,0.05,0.4,0
TX005780,1701880164,Solana,Mint,183,894,808.11,25.08,Stablecoin,Binance,1213,962,132.1,0,0.13,0.06,0.12,0
TX005781,1704376751,Polygon,Burn,138,341,1368.34,8.42,Meme,Unknown DEX,1157,996,378.9,0,0.02,0.0,0.16,0
TX005782,1702445738,BSC,Transfer,901,393,1028.65,4.11,Stablecoin,Binance,1182,997,50.1,0,0.12,-0.01,0.22,0
TX005783,1704869236,BSC,Burn,56,116,148.55,5.23,Stablecoin,Binance,1184,1009,100.2,0,0.05,0.08,0.21,0
TX005784,1700380069,Ethereum,Transfer,174,217,727.03,2.06,Native,Unknown DEX,1169,959,,1,0.1,-0.0,0.03,0
TX005785,1704198440,Polygon,Burn,424,315,679.94,6.19,Native,OpenSea,1328,1012,58.9,0,0.06,-0.0,0.0,0
TX005786,1702159020,BSC,Swap,55,541,1466.01,5.87,Meme,Coinbase,1204,1006,97.8,0,0.13,-0.06,0.07,0
TX005787,1702441559,Polygon,Bridge,6,1342,2376.31,31.26,Meme,Unknown DEX,1161,970,413.5,0,0.17,0.01,0.16,0
TX005788,1702915751,Ethereum,Transfer,704,73,124.04,4.92,Stablecoin,Coinbase,1223,1048,689.7,1,0.34,0.03,0.18,0
TX005789,1700110957,BSC,Transfer,570,376,170.34,2.87,Stablecoin,Coinbase,1234,1038,84.0,0,0.08,-0.08,0.0,0
TX005790,1704734071,Ethereum,Burn,5,472,277.23,2.0,Stablecoin,Coinbase,1242,982,20.5,0,0.08,0.06,0.0,0
TX005791,1704313696,Solana,Bridge,29,872,715.41,2.91,Native,Binance,1205,963,234.0,0,0.18,0.04,0.09,0
TX005792,1704854487,Solana,Mint,148,927,91.59,11.61,Meme,,1229,978,276.8,0,0.26,0.05,0.11,0
TX005793,1702877668,Polygon,Transfer,1419,540,107.85,,Meme,Unknown Wallet,1221,953,318.5,0,0.17,0.03,0.0,0
TX005794,1700806017,Solana,Bridge,634,108,18153.72,2.37,Meme,Binance,1205,1007,316.2,0,0.02,-0.02,0.0,0
TX005795,1703380575,Polygon,Bridge,980,756,240.82,4.55,ERC20,Kraken,1154,1021,32.1,0,0.06,0.03,0.1,0
TX005796,1700861501,Ethereum,Transfer,854,432,317.62,12.69,ERC20,OpenSea,1149,936,102.7,0,0.02,-0.05,0.0,0
TX005797,1704460168,Polygon,Swap,2445,1626,1306.98,10.39,Native,Binance,1209,1032,139.0,0,0.18,-0.03,0.24,0
TX005798,1704475715,Ethereum,Swap,1799,1531,119.22,16.39,Native,Binance,1211,1065,255.7,0,0.23,0.01,0.13,0
TX005799,1701195344,BSC,Burn,41,401,82.55,7.89,Stablecoin,Coinbase,1220,1074,403.3,0,0.02,0.0,0.0,0
TX005800,1700685328,Ethereum,Burn,13,1435,959.57,25.17,Native,Coinbase,1245,975,215.8,1,0.13,0.04,0.14,0
TX005801,1700416561,BSC,Bridge,412,13,970.6,16.79,ERC20,Coinbase,1248,1017,401.0,1,0.13,0.0,0.25,0
TX005802,1704245871,Polygon,Transfer,190,1235,189.09,2.41,Stablecoin,Binance,1216,947,57.9,0,0.08,0.03,0.02,0
TX005803,1703076263,Ethereum,Swap,421,1669,490.16,,ERC20,BridgeX,1226,961,187.0,0,0.07,0.04,0.21,0
TX005804,1701769361,Ethereum,Bridge,57,1933,2038.09,4.5,Meme,Coinbase,1183,1008,484.3,1,0.1,-0.02,0.05,0
TX005805,1704801436,Polygon,Swap,1437,752,362.61,5.74,ERC20,Kraken,1236,989,158.8,1,0.04,0.02,0.06,0
TX005806,1703760713,Polygon,Transfer,892,99,235.53,5.64,ERC20,OpenSea,1184,980,526.0,0,0.29,0.08,0.34,0
TX005807,1700624913,BSC,Swap,481,1837,59.6,10.79,ERC20,BridgeX,1210,989,115.1,0,0.24,0.03,0.13,0
TX005808,1701521193,Ethereum,Mint,375,279,3353.98,6.52,Native,OpenSea,1228,1020,23.9,0,0.11,-0.03,0.09,0
TX005809,1700917999,BSC,Burn,379,318,127.59,2.38,Native,BridgeX,1167,1031,16.2,0,0.12,0.06,0.0,0
TX005810,1702928339,Polygon,Swap,574,7,937.31,3.28,ERC20,Unknown DEX,1218,987,333.8,0,0.07,-0.11,0.16,0
TX005811,1702033764,Polygon,Transfer,472,210,150.31,15.86,Stablecoin,Unknown DEX,1182,1012,151.7,1,0.04,0.03,0.1,0
TX005812,1700394768,Ethereum,Transfer,394,148,164.87,3.09,Meme,OpenSea,1194,1024,48.4,0,0.48,0.0,0.35,0
TX005813,1704245576,Solana,Mint,682,298,1150.96,6.53,Stablecoin,OpenSea,1206,1034,45.3,0,0.07,-0.02,0.14,0
TX005814,1700249264,Ethereum,Transfer,868,156,417.93,13.83,Native,BridgeX,1188,1038,228.1,0,0.12,0.06,0.05,0
TX005815,1704006622,Ethereum,Mint,617,296,191.4,21.03,Native,OpenSea,1183,1024,47.6,0,0.22,-0.05,0.07,0
TX005816,1703824977,BSC,Bridge,297,79,311.88,9.53,Meme,BridgeX,1215,1050,127.3,1,0.14,0.04,0.24,1
TX005817,1700236538,Ethereum,Swap,320,1518,1848.3,37.84,Meme,BridgeX,1219,1005,740.8,0,0.1,0.01,0.0,0
TX005818,1704709751,Solana,Transfer,62,545,435.49,11.19,ERC20,Kraken,1172,1013,210.2,0,0.09,0.02,0.05,0
TX005819,1703609134,Ethereum,Burn,321,2230,906.51,11.15,ERC20,Binance,1178,966,608.5,0,0.02,-0.03,0.06,0
TX005820,1700153706,Ethereum,Swap,924,2,457.17,9.34,Meme,OpenSea,1271,986,57.6,1,0.21,0.05,0.18,1
TX005821,1703340552,Ethereum,Mint,41,903,166.77,5.74,Meme,Unknown Wallet,1158,968,103.8,0,0.15,-0.06,0.22,0
TX005822,1704948122,BSC,Swap,115,44,1449.84,12.5,Stablecoin,Binance,1201,1007,128.9,0,0.09,0.06,0.05,0
